ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
25633,"Judith Joy ""Judy-Joy"" Davies",F,24.0,,,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 400 metres Freestyle,
25640,Rhian Davies,F,23.0,172.0,55.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,
25647,Stephen John Davies,M,23.0,174.0,77.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Silver
25647,Stephen John Davies,M,27.0,174.0,77.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Bronze
25647,Stephen John Davies,M,31.0,174.0,77.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze
25648,"Teifion ""Taffy"" Davies",M,20.0,170.0,73.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Middleweight,
25649,"Terence Rodney ""Terry"" Davies",M,26.0,183.0,85.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Pairs,
25649,"Terence Rodney ""Terry"" Davies",M,30.0,183.0,85.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,
25653,William Maurice J. Davies,M,,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Middleweight, Freestyle",
25687,Hannah Davis,F,22.0,167.0,70.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
25687,Hannah Davis,F,22.0,167.0,70.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
25687,Hannah Davis,F,26.0,167.0,70.0,Australia,AUS,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
25708,Kyle Davis,M,19.0,174.0,65.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Men's Singles,
25708,Kyle Davis,M,19.0,174.0,65.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Men's Team,
25726,Tracey Davis,F,23.0,164.0,62.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,
25733,Karyn Dale Davis-Gojnich,F,27.0,171.0,70.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Women's Two Person Dinghy,
25733,Karyn Dale Davis-Gojnich,F,43.0,171.0,70.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Three Person Keelboat,
25733,Karyn Dale Davis-Gojnich,F,47.0,171.0,70.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Three Person Keelboat,
25749,Christine Davy (-Smith),F,21.0,167.0,57.0,Australia,AUS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Women's Downhill,
25749,Christine Davy (-Smith),F,21.0,167.0,57.0,Australia,AUS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
25749,Christine Davy (-Smith),F,21.0,167.0,57.0,Australia,AUS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Women's Slalom,
25749,Christine Davy (-Smith),F,25.0,167.0,57.0,Australia,AUS,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Downhill,
25749,Christine Davy (-Smith),F,25.0,167.0,57.0,Australia,AUS,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
25749,Christine Davy (-Smith),F,25.0,167.0,57.0,Australia,AUS,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Slalom,
25773,John Gregory Dawe,M,36.0,174.0,64.0,Diablo,AUS,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,
25777,Scott Thomas Dawes,M,24.0,178.0,74.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,
25793,"Matthew ""Matt"" Dawson",M,22.0,176.0,66.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
25796,Peter Douglas Dawson,M,22.0,182.0,74.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
25797,Peter Bruce William Dawson,M,19.0,,,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Freestyle,
25797,Peter Bruce William Dawson,M,19.0,,,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
25797,Peter Bruce William Dawson,M,19.0,,,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 400 metres Individual Medley,
25805,"William George ""Bill"" Day",M,18.0,,,Australia,AUS,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Downhill,
25805,"William George ""Bill"" Day",M,18.0,,,Australia,AUS,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
25805,"William George ""Bill"" Day",M,18.0,,,Australia,AUS,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Slalom,
25805,"William George ""Bill"" Day",M,22.0,,,Australia,AUS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Downhill,
25805,"William George ""Bill"" Day",M,22.0,,,Australia,AUS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
25805,"William George ""Bill"" Day",M,22.0,,,Australia,AUS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Slalom,
25805,"William George ""Bill"" Day",M,26.0,,,Australia,AUS,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Downhill,
25805,"William George ""Bill"" Day",M,26.0,,,Australia,AUS,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
25805,"William George ""Bill"" Day",M,26.0,,,Australia,AUS,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Slalom,
25813,Jason Scott Day,M,21.0,193.0,90.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Quadruple Sculls,
25813,Jason Scott Day,M,25.0,193.0,90.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Double Sculls,
25813,Jason Scott Day,M,29.0,193.0,90.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,
25818,Tiffany Day,F,18.0,154.0,49.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Extra-Lightweight,
25825,Marlene Anne Dayman (-Chapman),F,14.0,,,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Backstroke,
26019,"Robert Francois ""Rob"" de Castella",M,23.0,180.0,65.0,Australia,AUS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Marathon,
26019,"Robert Francois ""Rob"" de Castella",M,27.0,180.0,65.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,
26019,"Robert Francois ""Rob"" de Castella",M,31.0,180.0,65.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,
26019,"Robert Francois ""Rob"" de Castella",M,35.0,180.0,65.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Marathon,
26137,Gillian C. de Greenlaw,F,14.0,,,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Butterfly,
26172,"Roderic George ""Rod"" de Highden",M,27.0,178.0,60.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Marathon,
26172,"Roderic George ""Rod"" de Highden",M,31.0,178.0,60.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Marathon,
26316,Evelyn Rose de Lacy (-Whillier),F,18.0,,,Australia,AUS,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 100 metres Freestyle,
26316,Evelyn Rose de Lacy (-Whillier),F,18.0,,,Australia,AUS,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 400 metres Freestyle,
26598,Benjamin Mielke de Roo,M,20.0,158.0,63.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Individual All-Around,
26598,Benjamin Mielke de Roo,M,20.0,158.0,63.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,
26598,Benjamin Mielke de Roo,M,20.0,158.0,63.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horse Vault,
26598,Benjamin Mielke de Roo,M,20.0,158.0,63.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Parallel Bars,
26598,Benjamin Mielke de Roo,M,20.0,158.0,63.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horizontal Bar,
26598,Benjamin Mielke de Roo,M,20.0,158.0,63.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Rings,
26598,Benjamin Mielke de Roo,M,20.0,158.0,63.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,
26598,Benjamin Mielke de Roo,M,24.0,158.0,63.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,
26598,Benjamin Mielke de Roo,M,24.0,158.0,63.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,
26598,Benjamin Mielke de Roo,M,24.0,158.0,63.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,
26598,Benjamin Mielke de Roo,M,24.0,158.0,63.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,
26598,Benjamin Mielke de Roo,M,24.0,158.0,63.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,
26598,Benjamin Mielke de Roo,M,24.0,158.0,63.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,
26598,Benjamin Mielke de Roo,M,24.0,158.0,63.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,
26598,Benjamin Mielke de Roo,M,24.0,158.0,63.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,
26730,Lisa Marie De Vanna,F,19.0,156.0,53.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,
26730,Lisa Marie De Vanna,F,31.0,156.0,53.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
26765,Michelle de Vries (-Cole),F,14.0,167.0,60.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Backstroke,
26765,Michelle de Vries (-Cole),F,14.0,167.0,60.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Backstroke,
26765,Michelle de Vries (-Cole),F,14.0,167.0,60.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
26804,Liam Andrew De Young,M,22.0,179.0,75.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold
26804,Liam Andrew De Young,M,26.0,179.0,75.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze
26804,Liam Andrew De Young,M,30.0,179.0,75.0,Australia,AUS,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Bronze
26828,Christine Deakes (-Holt),F,15.0,165.0,52.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Freestyle,
26828,Christine Deakes (-Holt),F,15.0,165.0,52.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 800 metres Freestyle,
26829,Nathan Douglas Deakes,M,23.0,183.0,66.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 20 kilometres Walk,
26829,Nathan Douglas Deakes,M,23.0,183.0,66.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 50 kilometres Walk,
26829,Nathan Douglas Deakes,M,26.0,183.0,66.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 20 kilometres Walk,Bronze
26829,Nathan Douglas Deakes,M,26.0,183.0,66.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 50 kilometres Walk,
26829,Nathan Douglas Deakes,M,34.0,183.0,66.0,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 50 kilometres Walk,
26837,Anthony Dean,M,25.0,175.0,87.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's BMX,
26850,Andrew Deane,M,21.0,181.0,69.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,
26851,Anthony Deane,M,25.0,176.0,80.0,Australia,AUS,2010 Winter,2010,Winter,Vancouver,Skeleton,Skeleton Men's Skeleton,
26857,Paul Robert Dearing,M,22.0,175.0,79.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Bronze
26857,Paul Robert Dearing,M,26.0,175.0,79.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Silver
26857,Paul Robert Dearing,M,30.0,175.0,79.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,
26861,Timothy Deavin,M,27.0,185.0,77.0,Australia,AUS,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Bronze
26861,Timothy Deavin,M,32.0,185.0,77.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
27181,"Ashley Jason ""Ash"" Delaney",M,22.0,185.0,82.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Backstroke,
27181,"Ashley Jason ""Ash"" Delaney",M,22.0,185.0,82.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Backstroke,
27181,"Ashley Jason ""Ash"" Delaney",M,22.0,185.0,82.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
27182,Cameron Delaney,M,19.0,180.0,71.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Backstroke,
27192,Michael William Delany,M,18.0,182.0,84.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,
27192,Michael William Delany,M,18.0,182.0,84.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
27260,Lucien Delfour,M,27.0,177.0,69.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, Slalom",
27328,Dorothy Gaye Dell (Murphy-),F,27.0,173.0,53.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 100 metres Hurdles,
27351,Casey Dellacqua,F,23.0,167.0,69.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,
27351,Casey Dellacqua,F,23.0,167.0,69.0,Australia-2,AUS,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,
27351,Casey Dellacqua,F,27.0,167.0,69.0,Australia-2,AUS,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,
27355,"Matthew ""Matt"" Dellavedova",M,21.0,193.0,89.0,Australia,AUS,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,
27355,"Matthew ""Matt"" Dellavedova",M,25.0,193.0,89.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
27510,Peter George Demos,M,33.0,183.0,82.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,
27514,George Dempsey,M,18.0,168.0,,Australia,AUS,1924 Summer,1924,Summer,Paris,Cycling,Cycling Men's Sprint,
27514,George Dempsey,M,18.0,168.0,,Australia,AUS,1924 Summer,1924,Summer,Paris,Cycling,Cycling Men's 50 kilometres,
27520,Dominic Demschar,M,20.0,176.0,75.0,Australia,AUS,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
27520,Dominic Demschar,M,20.0,176.0,75.0,Australia,AUS,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,
27549,Patricia Dench,F,52.0,163.0,65.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
27594,Eddie Denis,M,29.0,191.0,99.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,
27618,Helen Jennifer Denman,F,19.0,182.0,70.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Breaststroke,
27618,Helen Jennifer Denman,F,19.0,182.0,70.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
27623,Joel Dennerley,M,25.0,195.0,91.0,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,
27623,Joel Dennerley,M,29.0,195.0,91.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
27627,Travis Philip Denney,M,28.0,178.0,78.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Badminton,Badminton Mixed Doubles,
27627,Travis Philip Denney,M,28.0,178.0,78.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Badminton,Badminton Men's Doubles,
27629,"Clara ""Clare"" Dennis (-Golding)",F,16.0,,,Australia,AUS,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Breaststroke,Gold
27631,"David ""Dave"" Dennis",M,24.0,192.0,85.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,
27631,"David ""Dave"" Dennis",M,28.0,192.0,85.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,
27635,Rohan Dennis,M,22.0,182.0,72.0,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
27635,Rohan Dennis,M,26.0,182.0,72.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
27635,Rohan Dennis,M,26.0,182.0,72.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,
27638,Melanie Jane Dennison,F,26.0,178.0,72.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's One Person Dinghy,
27643,Matthew Denny,M,20.0,195.0,118.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,
27646,Erin Densham,F,23.0,165.0,52.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Triathlon,Triathlon Women's Olympic Distance,
27646,Erin Densham,F,27.0,165.0,52.0,Australia,AUS,2012 Summer,2012,Summer,London,Triathlon,Triathlon Women's Olympic Distance,Bronze
27646,Erin Densham,F,31.0,165.0,52.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,
27649,Martin Dent,M,33.0,180.0,69.0,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Marathon,
27653,Peter Lindsay Denton,M,30.0,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Pole Vault,
27746,Noel Edward Derrick,M,33.0,,,Australia,AUS,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,
27838,Maria Despas,F,30.0,165.0,61.0,Australia,AUS,1998 Winter,1998,Winter,Nagano,Freestyle Skiing,Freestyle Skiing Women's Moguls,
27838,Maria Despas,F,34.0,165.0,61.0,Australia,AUS,2002 Winter,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Women's Moguls,
27904,Graham Norman Deuble,M,16.0,172.0,64.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Diving,Diving Men's Springboard,
27959,John Thomas Devitt,M,19.0,185.0,85.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,Silver
27959,John Thomas Devitt,M,19.0,185.0,85.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
27959,John Thomas Devitt,M,23.0,185.0,85.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Freestyle,Gold
27959,John Thomas Devitt,M,23.0,185.0,85.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
27964,Kerry Wayne Devlin,M,28.0,179.0,72.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Welterweight,
27964,Kerry Wayne Devlin,M,32.0,179.0,72.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Middleweight,
27987,Steven Dennis Dewick,M,20.0,178.0,82.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Backstroke,
27987,Steven Dennis Dewick,M,20.0,178.0,82.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Backstroke,
27987,Steven Dennis Dewick,M,20.0,178.0,82.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
28053,Paul Joseph Anthony Di Bella,M,23.0,178.0,68.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,
28053,Paul Joseph Anthony Di Bella,M,23.0,178.0,68.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,
28053,Paul Joseph Anthony Di Bella,M,27.0,178.0,68.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,
28099,Adrian Di Piazza,M,25.0,,,Australia-1,AUS,1988 Winter,1988,Winter,Calgary,Bobsleigh,Bobsleigh Men's Two,
28099,Adrian Di Piazza,M,25.0,,,Australia,AUS,1988 Winter,1988,Winter,Calgary,Bobsleigh,Bobsleigh Men's Four,
28172,Michael Constantine Diamond (Diamondopoulous-),M,20.0,174.0,75.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Shooting,Shooting Mixed Trap,
28172,Michael Constantine Diamond (Diamondopoulous-),M,24.0,174.0,75.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Men's Trap,Gold
28172,Michael Constantine Diamond (Diamondopoulous-),M,28.0,174.0,75.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Men's Trap,Gold
28172,Michael Constantine Diamond (Diamondopoulous-),M,28.0,174.0,75.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Men's Double Trap,
28172,Michael Constantine Diamond (Diamondopoulous-),M,32.0,174.0,75.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Trap,
28172,Michael Constantine Diamond (Diamondopoulous-),M,36.0,174.0,75.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Men's Trap,
28172,Michael Constantine Diamond (Diamondopoulous-),M,40.0,174.0,75.0,Australia,AUS,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Trap,
28231,Domingo Diaz,M,40.0,177.0,85.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Shooting,Shooting Mixed Trap,
28335,Ian Robinson Dick,M,30.0,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,
28355,Arnie Bradley W. Dickins,M,20.0,170.0,60.0,Australia,AUS,2012 Summer,2012,Summer,London,Judo,Judo Men's Extra-Lightweight,
28356,John Basil Charles Dickinson,M,21.0,,,Australia,AUS,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Triple Jump,
28366,Bruce Donald Dickson,M,24.0,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Pairs,
28368,David Gavin Dickson,M,19.0,179.0,76.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
28368,David Gavin Dickson,M,23.0,179.0,76.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 100 metres Freestyle,
28368,David Gavin Dickson,M,23.0,179.0,76.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
28368,David Gavin Dickson,M,23.0,179.0,76.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
28368,David Gavin Dickson,M,23.0,179.0,76.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
28373,Michael Dickson,M,26.0,175.0,77.0,Australia,AUS,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Slalom,
28375,Peter James Dickson,M,23.0,195.0,98.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,Silver
28429,Kerry Dienelt,F,27.0,174.0,65.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze
28429,Kerry Dienelt,F,31.0,174.0,65.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze
28530,Damon Laurance Diletti,M,21.0,178.0,86.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Silver
28530,Damon Laurance Diletti,M,25.0,178.0,86.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Bronze
28530,Damon Laurance Diletti,M,29.0,178.0,86.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze
28531,Spase Dilevski,M,19.0,180.0,79.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,
